Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Current_Age
Volkswagen Vento 1.5 TDI Highline,Coimbatore,2016,62767,Diesel,Manual,First,20.34,1498.0,103.2,5.0,9.75,8
Hyundai Elite i20 Petrol Asta,Kochi,2018,18553,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.93,6
Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,143143,Diesel,Manual,First,17.8,1399.0,103.6,5.0,2.1,13
Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,13.5,2477.0,175.56,7.0,16.42,9
Hyundai Santa Fe 4X4,Bangalore,2011,148000,Diesel,Manual,Second,14.66,2199.0,194.3,7.0,8.9,13
Mahindra XUV500 W8 2WD,Pune,2012,95000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.21,12
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2015,100000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,13.5,9
Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,65.0,8
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,87000,Diesel,Manual,First,12.05,2179.0,120.0,7.0,7.4,10
Honda City 1.5 S AT,Kochi,2014,56838,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.15,10
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,32.0,11
Honda City 1.5 S MT,Kolkata,2011,125000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.25,13
Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,First,22.5,998.0,103.6,5.0,3.95,7
Tata Indigo eCS GLE BSIII,Pune,2013,70000,Petrol,Manual,Second,15.4,1193.0,103.6,5.0,1.5,11
Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,50000,Petrol,Manual,Second,17.0,1197.0,103.6,5.0,3.0,14
Honda Jazz Active,Kolkata,2010,39800,Petrol,Manual,First,16.0,1198.0,103.6,5.0,1.99,14
Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,Manual,First,19.0,998.0,66.1,5.0,1.35,14
BMW 3 Series 320d Highline,Hyderabad,2009,58000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,13.5,15
Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,Manual,First,17.67,1968.0,138.08,5.0,6.99,14
Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,8.5,11
Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,2.89,14
BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,10.5,13
Nissan Sunny 2011-2014 XL,Kochi,2013,68880,Petrol,Manual,First,16.95,1498.0,97.7,5.0,3.97,11
Maruti Alto K10 VXI AGS,Chennai,2017,5500,Petrol,Automatic,First,24.07,998.0,67.1,5.0,4.25,7
Maruti Ritz ZXI,Coimbatore,2016,40052,Petrol,Manual,First,21.1,1197.0,85.8,5.0,6.17,8
Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,38.72,8
Hyundai Verna CRDi SX,Hyderabad,2013,79663,Diesel,Manual,First,16.8,1493.0,110.0,5.0,6.5,11
Honda Amaze S i-Dtech,Jaipur,2013,63000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.25,11
Honda City i DTEC SV,Kolkata,2014,45000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,4.75,10
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,17.71,10
Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,5.85,9
BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.27,13
BMW 3 Series 320d Sedan,Hyderabad,2007,74199,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,9.25,17
Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,12.75,7
BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,27.0,8
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,25000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,21.0,11
Maruti Swift Dzire VDI,Hyderabad,2017,22000,Diesel,Manual,First,26.59,1248.0,103.6,5.0,7.95,7
Maruti Celerio ZXI,Hyderabad,2015,47020,Petrol,Manual,Second,23.1,998.0,67.04,5.0,4.5,9
BMW 3 Series 320d GT Luxury Line,Mumbai,2017,8000,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,33.75,7
Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,73000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,17.51,14
Honda Jazz V,Kochi,2017,36973,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.8,7
Tata Nano Cx BSIV,Coimbatore,2014,42083,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.68,10
Maruti Alto 800 2016-2019 LXI,Chennai,2016,61000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,8
Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.16,10
Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,Diesel,Manual,First,24.4,1120.0,103.6,5.0,3.9,10
Chevrolet Beat LT,Delhi,2010,54000,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,1.95,14
Jaguar XF 2.2 Litre Luxury,Kochi,2015,27001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,26.52,9
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2010,52000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,9.0,14
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2012,80000,Diesel,Manual,First,21.27,1396.0,88.76,5.0,4.5,12
Mitsubishi Pajero 2.8 SFX,Chennai,2008,160000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,8.75,16
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,11.5,6
Maruti Alto K10 LXI,Delhi,2016,35027,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.0,8
Hyundai EON Magna Plus,Coimbatore,2015,26568,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.79,9
Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,59000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.0,9
Hyundai Creta 1.6 CRDi SX Option,Bangalore,2016,51000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.25,8
Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,56400,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,8.0,12
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,80000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.8,9
BMW 5 Series 520d Sedan,Delhi,2012,72000,Diesel,Automatic,Third,18.48,1497.0,103.6,5.0,13.85,12
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,107000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,13.5,11
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,100000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,25.0,10
Volkswagen Polo 1.5 TDI Highline,Kochi,2016,59998,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.49,8
Audi Q3 2.0 TDI,Hyderabad,2013,105000,Diesel,Automatic,First,17.32,1968.0,150.0,5.0,19.0,11
Hyundai i20 1.2 Magna,Kolkata,2011,36000,Petrol,Manual,First,18.5,1197.0,103.6,5.0,2.5,13
Hyundai i10 Sportz 1.1L,Kolkata,2015,24350,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,3.0,9
Tata Tigor 1.05 Revotorq XT,Kochi,2018,28973,Diesel,Manual,First,24.7,1047.0,103.6,5.0,6.64,6
Hyundai EON Era,Kochi,2017,8243,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.21,7
Hyundai Santro Xing GLS,Chennai,2009,136642,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.55,15
Hyundai Santro Xing GLS,Hyderabad,2011,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.59,13
Mahindra Scorpio SLX,Chennai,2008,100000,Diesel,Manual,Second,12.7,2609.0,120.0,8.0,4.0,16
Honda City i-VTEC S,Jaipur,2010,48689,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87,14
Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.75,7
Audi A4 35 TDI Technology Edition,Kochi,2019,38163,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,32.91,5
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Chennai,2011,43800,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,16.75,13
Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,92000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,1.9,17
Hyundai i20 Magna 1.2,Kochi,2017,14064,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.59,7
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,42366,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,31.93,7
Honda City i DTEC VX,Jaipur,2014,76551,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.25,10
Hyundai i10 Era 1.1 iTech SE,Pune,2008,72672,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.9,16
Maruti Swift VDI BSIV,Kolkata,2015,45000,Diesel,Manual,First,25.2,1248.0,103.6,5.0,3.55,9
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91696,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,9.25,12
Ford Ikon 1.3 Flair,Kochi,2009,66484,Petrol,Manual,First,13.8,1299.0,103.6,5.0,1.65,15
BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,36.64,5
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mumbai,2011,55000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,16.0,13
Honda Jazz Select Edition,Pune,2011,98000,Petrol,Manual,First,16.7,1497.0,103.6,5.0,3.15,13
Honda Amaze S i-Dtech,Ahmedabad,2014,61297,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.35,10
Maruti Zen LXi - BS III,Hyderabad,2006,80000,Petrol,Manual,Second,17.3,993.0,103.6,5.0,1.2,18
Hyundai i20 Magna,Jaipur,2013,59000,Petrol,Manual,Second,18.5,1197.0,103.6,5.0,4.1,11
BMW X5 3.0d,Chennai,2009,150000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.75,15
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,60083,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.78,7
Maruti Swift Dzire LDI,Kolkata,2016,85450,Diesel,Manual,First,26.59,1248.0,103.6,5.0,4.0,8
Maruti Swift VDI,Jaipur,2013,88000,Diesel,Manual,First,22.9,1248.0,103.6,5.0,4.33,11
Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.43,9
Ford Figo Aspire 1.2 Ti-VCT Trend,Mumbai,2016,18000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.9,8
BMW X5 X5 M,Chennai,2017,15000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,70.0,7
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Kolkata,2016,34000,Diesel,Automatic,First,11.78,2143.0,167.62,5.0,25.5,8
Hyundai Grand i10 AT Asta,Ahmedabad,2015,46000,Petrol,Automatic,First,18.9,1197.0,103.6,5.0,5.1,9
Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.7,11
BMW 5 Series 525d Sedan,Hyderabad,2013,93000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,26.5,11
Nissan Micra Diesel XV Premium,Ahmedabad,2013,71007,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.9,11
Maruti SX4 ZXI MT BSIV,Pune,2010,63067,Petrol,Manual,Second,15.5,1586.0,103.3,5.0,2.7,14
Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95,13
Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,13000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,23.0,9
Maruti Swift Ldi BSIV,Pune,2009,140000,Diesel,Manual,Second,17.8,1248.0,103.6,5.0,2.49,15
Maruti Swift LDI Optional,Jaipur,2015,130000,Diesel,Manual,First,25.2,1248.0,103.6,5.0,4.5,9
Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,Diesel,Manual,First,21.43,1364.0,87.2,5.0,4.5,13
Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,67000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.9,9
BMW 6 Series 650i Coupe,Kochi,2010,65329,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,20.72,14
Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,Petrol,Manual,First,16.25,1198.0,73.9,5.0,2.21,14
Land Rover Freelander 2 HSE,Mumbai,2011,82000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,13.9,13
Ford Fiesta 1.6 ZXi Duratec,Pune,2010,85000,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.46,14
Hyundai Verna SX CRDi AT,Pune,2012,83000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,6.0,12
Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,Petrol,Manual,First,21.7,999.0,103.6,5.0,3.0,8
Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,27000,Diesel,Manual,First,22.3,1248.0,88.8,5.0,3.5,12
Hyundai i20 Active 1.4 SX,Kochi,2018,37746,Diesel,Manual,First,21.19,1396.0,88.73,5.0,7.59,6
Maruti SX4 Zxi BSIII,Mumbai,2009,63274,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,1.99,15
Renault KWID RXT,Hyderabad,2016,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.8,8
Mahindra Xylo E4 ABS BS III,Bangalore,2013,197000,Diesel,Manual,First,11.68,2498.0,112.0,7.0,4.0,11
Hyundai EON D Lite Plus,Bangalore,2013,45010,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.95,11
Honda Amaze VX i-DTEC,Delhi,2013,75348,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.75,11
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,90110,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.5,14
Honda City 1.5 V MT,Pune,2011,102013,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,13
Toyota Fortuner 4x2 AT,Pune,2015,36000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,22.0,9
Honda Amaze E i-Vtech,Kochi,2017,37578,Petrol,Manual,First,18.0,1198.0,86.7,5.0,6.14,7
BMW 1 Series 118d Base,Pune,2015,46001,Diesel,Automatic,First,20.58,1995.0,143.0,5.0,16.0,9
Maruti Celerio VXI AT,Hyderabad,2014,46559,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.75,10
Toyota Innova 2.5 GX (Diesel) 8 Seater,Mumbai,2015,48000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75,9
Jaguar XF 2.2 Litre Luxury,Pune,2013,46000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,24.0,11
Honda WRV i-VTEC VX,Hyderabad,2017,15000,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.9,7
BMW X1 sDrive20d,Chennai,2012,85000,Diesel,Automatic,Third,17.05,1995.0,184.0,5.0,10.0,12
Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,32000,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,5.55,10
Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.59,12
Ford EcoSport 1.5 TDCi Trend Plus BE,Coimbatore,2019,35188,Diesel,Manual,First,22.77,1498.0,98.59,5.0,11.13,5
Mahindra XUV500 W6 2WD,Jaipur,2012,110000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.2,12
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,61000,Diesel,Manual,First,18.6,1388.0,103.6,5.0,2.98,10
Hyundai Santro Xing GLS,Pune,2010,75000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.7,14
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,55000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,52.0,9
Maruti Alto LXi BSII,Pune,2003,69966,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.95,21
Honda City i VTEC VX Option,Mumbai,2016,42000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,9.25,8
Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,16.25,10
Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.99,9
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,4.25,19
BMW 3 Series 320d Sedan,Bangalore,2008,78000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,7.2,16
Maruti Swift ZXI,Hyderabad,2011,53080,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.4,13
Volkswagen Vento Petrol Highline,Pune,2011,66000,Petrol,Manual,Second,15.04,1598.0,103.6,5.0,4.25,13
Maruti Ertiga VXI,Ahmedabad,2012,25000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.35,12
Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,Petrol,Automatic,Second,18.9,1197.0,103.6,5.0,6.3,8
Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.5,7
Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,7.5,16
Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,Diesel,Manual,First,16.0,1997.0,140.0,7.0,11.25,8
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,7.65,8
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,Diesel,Manual,First,24.4,1120.0,103.6,5.0,4.5,8
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,7.5,10
Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,7.1,20
Hyundai i10 Magna,Mumbai,2010,55980,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.25,14
Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,27.0,9
Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,Diesel,Manual,Second,21.9,1396.0,88.76,5.0,4.18,12
Hyundai Verna 1.4 EX,Chennai,2013,79000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,6.5,11
Honda City 1.5 V MT,Delhi,2010,65100,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.15,14
Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.64,8
Maruti Alto LXi BSII,Hyderabad,2011,28619,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.4,13
Maruti Wagon R AMT VXI,Mumbai,2016,9000,Petrol,Automatic,First,20.51,998.0,103.6,5.0,4.25,8
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.31,8
Maruti Alto LXi BSIII,Bangalore,2011,64000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.39,13
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.64,6
Maruti Baleno Zeta 1.2,Delhi,2016,21000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.21,8
Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,16.5,12
Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,8.22,13
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755.0,174.5,7.0,28.85,7
Honda City V AT,Mumbai,2015,32000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,8.5,9
Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,Petrol,Automatic,Second,12.0,5461.0,421.0,2.0,90.0,10
Honda City i-VTEC S,Mumbai,2015,10400,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.51,9
Maruti Swift VDI,Mumbai,2013,35000,Diesel,Manual,First,22.9,1248.0,103.6,5.0,4.65,11
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,8.4,11
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.75,10
Maruti Wagon R LX,Jaipur,2006,110000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.11,18
Fiat Punto 1.2 Dynamic,Kochi,2017,17941,Petrol,Manual,First,15.7,1497.0,103.6,5.0,3.93,7
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,Petrol,Automatic,First,12.0,1991.0,184.0,5.0,17.25,10
Jaguar XF Aero Sport Edition,Delhi,2012,16000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,32.0,12
Hyundai i20 Sportz Petrol,Kochi,2011,62020,Petrol,Manual,First,17.0,1197.0,103.6,5.0,3.45,13
Land Rover Freelander 2 SE,Pune,2014,85000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,23.0,10
Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.32,6
Honda Amaze S i-Vtech,Jaipur,2014,41210,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.4,10
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,47.35,9
Maruti Alto 800 VXI,Coimbatore,2016,18043,Petrol,Manual,First,22.74,796.0,47.3,5.0,4.12,8
Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.5,8
Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,Petrol,Automatic,First,18.9,1197.0,103.6,5.0,6.2,8
BMW X3 xDrive30d M Sport,Bangalore,2016,49000,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.0,8
Hyundai i20 Magna,Chennai,2010,95000,Petrol,Manual,Second,18.5,1197.0,103.6,5.0,2.8,14
Hyundai Grand i10 AT Asta,Pune,2015,32000,Petrol,Automatic,First,18.9,1197.0,103.6,5.0,4.8,9
Hyundai Santro Xing XG,Pune,2003,80000,Petrol,Manual,Second,17.0,1497.0,103.6,5.0,0.9,21
Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,Diesel,Manual,First,25.01,1498.0,89.75,5.0,5.65,10
Maruti Swift Dzire VDI,Ahmedabad,2015,69000,Diesel,Manual,First,26.59,1248.0,103.6,5.0,5.9,9
Toyota Etios VXD,Pune,2015,65000,Diesel,Manual,Second,23.59,1364.0,67.04,5.0,5.0,9
Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,Petrol,Manual,First,19.1,1197.0,103.6,5.0,4.9,9
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.25,15
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,10.9,10
Hyundai Accent GLE,Delhi,2012,56000,Petrol,Manual,First,13.2,1495.0,103.6,5.0,2.45,12
Maruti Alto 800 LXI,Pune,2013,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.5,11
Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,Petrol,Automatic,First,8.1,5461.0,387.3,2.0,29.5,14
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,5.75,11
Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0,6
Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,4.62,10
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,23.5,8
Mahindra XUV500 W8 2WD,Kolkata,2013,55886,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.25,11
Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,Petrol,Manual,First,17.0,1591.0,121.3,5.0,11.88,5
Hyundai Verna Xi (Petrol),Chennai,2009,60000,Petrol,Manual,Third,13.9,1599.0,103.2,5.0,2.25,15
Ford Ikon 1.6 CLXI,Pune,2003,83000,Petrol,Manual,Second,14.2,1597.0,103.6,5.0,0.85,21
Nissan Micra Active XV,Pune,2018,24000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.0,6
Honda Brio VX AT,Pune,2016,32198,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,5.1,8
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.5,10
Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,Diesel,Manual,First,20.64,1498.0,108.5,5.0,2.9,13
Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.96,8
Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,Petrol,Automatic,First,16.9,1197.0,103.6,5.0,5.45,9
Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,Diesel,Manual,First,13.5,2198.0,157.7,7.0,23.86,7
Chevrolet Spark 1.0 LT,Kochi,2008,43761,Petrol,Manual,First,18.0,995.0,103.6,5.0,1.75,16
